Loading datasets...
Target Stats: Mean=6.7268, Std=2.3296

>>> Phase 0: Warm-up on Target...
-> Extracting Anchors from Target...
/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
-> Anchors Established: 6 prototypes.

=== PHASE 1: DETS Source Training ===
   [Weights] Min: 1.0000, Max: 1.0000, Mean: 1.0000
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3877
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3832
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3804
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4373
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3991
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4424
[P1] Ep 80 | Loss 1.4749 | Val MAE 1.8276 Acc 31.6%
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3894
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3427
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3029
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4568
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.5959
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4369
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.5577
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4075
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4616
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4454
[P1] Ep 90 | Loss 1.4611 | Val MAE 1.9896 Acc 10.5%
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4178
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4636
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4143
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4723
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4762
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4291
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4465
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4447
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4347
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4642
[P1] Ep 100 | Loss 1.4557 | Val MAE 1.9453 Acc 15.8%
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4620
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4563
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4509
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4291
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4440
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4080
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4571
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4175
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3969
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3753
[P1] Ep 110 | Loss 1.4685 | Val MAE 1.8714 Acc 36.8%
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3719
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3684
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4258
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3622
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3808
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4308
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4053
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3763
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3414
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3820
[P1] Ep 120 | Loss 1.4897 | Val MAE 1.8090 Acc 31.6%
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4013
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4039
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3897
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4392
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4177
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4495
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4183
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4454
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4187
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.3862
[P1] Ep 130 | Loss 1.4410 | Val MAE 1.7921 Acc 31.6%
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4499
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4625
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4406
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4496
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4631
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4681
   [Weights] Min: 0.1000, Max: 1.0000, Mean: 0.4561

=== PHASE 2: Target Fine-tuning ===
>>> Stage 2.1: Head Alignment...
[Head] Ep 20 MAE 1.6170
[Head] Ep 40 MAE 1.6126
[Head] Ep 60 MAE 1.6056
[Head] Ep 80 MAE 1.5999
[Head] Ep 100 MAE 1.5943
[Head] Ep 120 MAE 1.5839
[Head] Ep 140 MAE 1.5750
[Head] Ep 160 MAE 1.5745
[Head] Ep 180 MAE 1.5707
[Head] Ep 200 MAE 1.5705
>>> Stage 2.2: Full Fine-tuning...
[Full] Ep 10 MAE 1.5718 Acc 36.8%
[Full] Ep 20 MAE 1.6543 Acc 26.3%
[Full] Ep 30 MAE 1.7026 Acc 26.3%
[Full] Ep 40 MAE 1.7197 Acc 26.3%
[Full] Ep 50 MAE 1.7218 Acc 26.3%
[Full] Ep 60 MAE 1.8040 Acc 15.8%
[Full] Ep 70 MAE 1.8181 Acc 21.1%
[Full] Ep 80 MAE 1.7836 Acc 15.8%
[Full] Ep 90 MAE 1.7542 Acc 15.8%
[Full] Ep 100 MAE 1.7352 Acc 15.8%

>>> Testing Final Model...
------------------------------------------------------------
[FINAL RESULT] Test Set:
   MAE:  1.7299
   RMSE: 2.1734
   CI:   0.5632
   RM2:  -0.5169
   MAPE: 25.21 %
   Acc:  15.00 %
------------------------------------------------------------
